,player,team,pos,g,mp,per,ts_percent,e_fg_percent,x3p_ar,f_tr,orb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,o_rtg,d_rtg,ows,dws,ws,ws_40,year
1,A'ja Wilson,LVA,C,36,1080,28.2,0.585,0.531,0.16,0.36,7,17.6,12.3,2.4,5.8,9.2,27.3,115,97,4.1,2.4,6.5,0.241,2022
2,A'ja Wilson,LVA,C,40,1228,32.9,0.627,0.565,0.048,0.478,8.2,17.9,9.2,2.2,6,7.9,28.9,123,93,6.8,3.5,10.4,0.338,2023
3,A'ja Wilson,LVA,C,38,1308,34.9,0.591,0.531,0.081,0.37,7.2,19.9,14.1,2.6,6.3,5.3,32.2,119,92,7,3.8,10.9,0.332,2024
4,A'ja Wilson,LVA,C,18,551,32.1,0.576,0.493,0.092,0.521,6.3,17.5,23.9,2.6,6.7,11,32.2,113,97,2.3,1.3,3.6,0.26,2025
5,AD Durr,ATL,G,25,368,12.6,0.514,0.47,0.375,0.257,2.2,4.7,15.1,1.2,1,11.5,23.1,100,107,0.3,0.3,0.6,0.06,2022
6,AD Durr,ATL,G,36,392,9.1,0.48,0.439,0.362,0.239,0.9,5.4,11.1,1.3,0.6,13.5,23.2,89,106,-0.4,0.4,-0.1,-0.008,2023
7,Aaliyah Edwards,WAS,F,34,741,13.4,0.526,0.49,0.033,0.381,7.6,15.4,11.1,1.7,3.4,16.9,18.1,99,101,0.3,1.2,1.6,0.085,2024
8,Aaliyah Edwards,WAS,F,18,259,15.1,0.532,0.494,0.08,0.552,10.5,14.6,5.9,2,1.9,16.3,22.4,98,101,0.1,0.5,0.5,0.085,2025
9,Aaliyah Nye,LVA,G-F,22,397,8,0.559,0.54,0.646,0.131,1.8,4.7,5.2,0.9,1.1,11.8,13.5,103,110,0.3,0.1,0.4,0.039,2025
10,Aari McDonald,ATL,G,36,876,14.4,0.548,0.486,0.445,0.317,2,5.4,18.8,3,0.1,17.5,22.2,101,103,0.8,1.3,2,0.092,2022
11,Aari McDonald,ATL,G,24,565,10.2,0.518,0.479,0.476,0.256,1.2,4.8,21.1,1.3,0,17.6,17.2,98,107,0.2,0.5,0.6,0.043,2023
12,Aari McDonald,LAS,G,26,568,13.8,0.529,0.479,0.476,0.267,2.5,5.5,29.9,2,0.9,18.4,20.5,101,110,0.5,0.2,0.7,0.049,2024
13,Aari McDonald,IND,G,12,301,13.8,0.517,0.465,0.529,0.365,2.4,4.8,26.2,2.2,0.6,15.4,17.5,109,105,0.5,0.3,0.9,0.114,2025
14,Abby Meyers,WAS,G,9,36,8.8,0.454,0.385,0.308,0.231,3.2,6.5,0,1.4,5.2,6.5,19.5,89,102,0,0.1,0,0.027,2023
15,Aerial Powers,MIN,G,35,943,16,0.493,0.423,0.243,0.367,5.7,10,18.6,2.3,1.1,14.8,28.5,97,106,0.4,0.9,1.3,0.055,2022
16,Aerial Powers,MIN,G,20,195,14.3,0.507,0.446,0.207,0.261,3.6,10.7,14.4,0.8,0.9,14.9,28,94,109,-0.1,0.1,0,0.003,2023
17,Aerial Powers,ATL,G,17,304,14.3,0.465,0.406,0.261,0.312,5.5,10.5,15,2.7,1.2,10.3,26,96,101,0,0.5,0.5,0.068,2024
18,Aerial Powers,GSV,G,2,7,23.5,0.347,0,0,1,16.1,16.2,21.2,7.4,0,0,18.5,111,89,0,0,0,0.229,2025
19,Aisha Sheppard,LVA,G,23,174,1.8,0.384,0.345,0.786,0.19,4,4.5,5.4,1.4,0.5,13.3,13.5,81,109,-0.2,0.1,-0.2,-0.04,2022
20,Alaina Coates,IND,C,8,75,15.6,0.795,0.636,0,1.364,8.8,12.4,4.4,1.3,3.4,22.1,13,134,110,0.3,0,0.3,0.172,2022
21,Alaina Coates,LVA,C,12,35,4.5,0.709,0.833,0,0.667,7,16.5,0,4.3,0,47.4,19,67,94,-0.1,0.1,0,-0.051,2023
22,Alanna Smith,IND,F,9,116,10.7,0.433,0.405,0.595,0.167,7.6,12.1,7.4,3.4,4.4,15.1,19.8,86,104,-0.2,0.1,0,-0.009,2022
23,Alanna Smith,CHI,F,38,1007,17.1,0.58,0.555,0.385,0.306,8,14.6,10.7,2.5,4.1,15.7,15.8,110,101,1.8,1.8,3.5,0.14,2023
24,Alanna Smith,MIN,F,39,1035,18.1,0.575,0.546,0.378,0.231,7.1,12.3,19.8,2.6,4.8,18.1,18.7,108,93,1.8,2.9,4.7,0.183,2024
25,Alanna Smith,MIN,F,23,611,18.3,0.555,0.563,0.489,0.185,7.2,12,16.8,2.2,7.5,15.3,17.6,107,94,0.9,1.7,2.6,0.172,2025
26,Alexis Prince,PHO,F,1,22,-1.5,0.333,0.333,0.333,0,0,20.9,6.5,0,0,50,12.2,40,99,-0.1,0,-0.1,-0.133,2025
27,Alissa Pili,MIN,F,22,138,4.8,0.532,0.522,0.6,0.244,5.3,11.4,6,1.9,1.3,27.6,23,78,97,-0.4,0.3,-0.1,-0.027,2024
28,Alissa Pili,MIN,F,14,82,8.3,0.568,0.545,0.5,0.182,5.8,12.1,5.6,1.3,0,22.8,17.2,92,100,0,0.2,0.1,0.059,2025
29,Aliyah Boston,IND,F-C,40,1249,23.2,0.619,0.583,0.025,0.36,11.9,16.3,12.7,2.2,3.6,13.8,19.4,120,104,4.5,1.5,6,0.192,2023
30,Aliyah Boston,IND,F-C,40,1236,20.4,0.566,0.537,0.058,0.247,10.7,16.8,17.3,1.4,3.5,13.8,20.6,114,107,3.6,0.9,4.5,0.147,2024
31,Aliyah Boston,IND,F-C,23,686,24.7,0.614,0.571,0.071,0.335,8.7,15.1,22.2,1.2,3.3,9.9,21.2,126,101,3.4,1.1,4.5,0.264,2025
32,Allie Quigley,CHI,G,34,895,15.2,0.569,0.51,0.464,0.263,2.6,5.7,16.3,1.4,0.6,11.7,19.5,111,105,2,0.9,2.9,0.129,2022
33,Allisha Gray,DAL,G,33,1086,16,0.562,0.516,0.455,0.301,3.1,8.8,12.8,1.8,2,9.7,17.8,115,107,2.7,0.9,3.5,0.13,2022
34,Allisha Gray,ATL,G,38,1244,18.8,0.578,0.51,0.251,0.435,4.2,8.4,17.3,1.6,1,11.2,22.2,113,105,3.5,1.4,5,0.161,2023
35,Allisha Gray,ATL,G,40,1327,16,0.526,0.471,0.397,0.365,3.7,7.5,15.1,1.6,2,10.2,22.4,106,104,2.3,1.5,3.8,0.113,2024
36,Allisha Gray,ATL,G,22,781,19.9,0.595,0.528,0.473,0.456,3.3,9,19.6,1.3,1.1,10.1,21.8,120,103,3,1.2,4.2,0.216,2025
37,Alysha Clark,WAS,F,29,766,12.7,0.565,0.541,0.505,0.117,3.5,10.2,12.7,1.8,1,15.6,14.7,105,99,0.8,1.5,2.3,0.122,2022
38,Alysha Clark,LVA,F,39,876,10.7,0.592,0.568,0.644,0.161,3,8.8,6.5,1.4,0.6,11.3,12.7,112,102,1.3,1.3,2.6,0.118,2023
39,Alysha Clark,LVA,F,40,972,9.1,0.587,0.565,0.656,0.146,2.6,8.6,10.5,1.7,1,21.2,12.3,100,103,0.5,1.3,1.8,0.074,2024
40,Alysha Clark,SEA,F,22,414,7.4,0.52,0.487,0.628,0.167,2.3,7.5,6.7,2.2,0.4,15.2,10.9,97,103,0,0.6,0.6,0.062,2025
41,Alyssa Thomas,CON,F,36,1154,20.3,0.549,0.5,0.005,0.394,8,15.5,30.1,2.7,0.6,18.9,20.6,111,96,3,2.7,5.8,0.2,2022
42,Alyssa Thomas,CON,F,40,1446,20.8,0.52,0.474,0.006,0.363,6.6,16.3,37.8,2.6,1.2,18.7,23,106,97,2.8,3.3,6.1,0.169,2023
43,Alyssa Thomas,CON,F,40,1296,19.8,0.543,0.509,0.012,0.445,9.2,16.1,40.9,2.5,1.3,27.1,19.1,105,94,2.2,3.4,5.5,0.17,2024
44,Alyssa Thomas,PHO,F,17,528,24.6,0.553,0.517,0.01,0.35,5.7,13.5,56.6,2.3,1.5,19.8,24.8,113,99,1.9,1.1,2.9,0.223,2025
45,Amanda Zahui B.,IND,C,34,253,3.2,0.362,0.3,0.529,0.286,3.3,9,5.9,1.2,6.6,16,16.7,73,104,-0.7,0.3,-0.4,-0.059,2023
46,Amy Atwell,LAS,F,4,32,-6.1,0.167,0.167,0.667,0,3.7,3.8,8.8,0,0,18.2,15.5,44,118,-0.2,0,-0.2,-0.274,2022
47,Amy Atwell,PHO,F,6,59,8.3,0.436,0.367,0.867,0.333,6.1,5.9,15.5,0,1.5,10.4,14.9,101,116,0,0,0,0.002,2024
48,Anastasiia Kosu,MIN,F,11,26,20.1,0.512,0.417,0.083,0.5,18.3,9,6.6,2,7,17,31.1,99,100,0,0,0.1,0.102,2025
49,Aneesah Morrow,CON,F,19,291,15.4,0.469,0.409,0.238,0.341,10.5,18.4,7.8,2.3,2.3,12.7,26.2,93,109,-0.2,0.1,0,-0.004,2025
50,Angel McCoughtry,MIN,F-G,2,20,20.9,0.564,0.375,0.125,0.75,0,17.4,16.7,2.6,9.1,22,30.5,98,94,0,0.1,0.1,0.135,2022
51,Angel Reese,CHI,F,34,1104,17.6,0.464,0.395,0.038,0.425,16.9,23,9.6,2,1.3,13.1,22.7,101,102,1.1,1.6,2.7,0.098,2024
52,Angel Reese,CHI,F,21,666,19,0.526,0.455,0.082,0.446,13.6,22.6,21.3,2.4,1.7,22.3,23.6,100,104,0.5,0.9,1.4,0.082,2025
53,Anneli Maley,CHI,F,4,44,12.9,0.667,0.667,0.5,0,8.7,9.4,9.2,3.4,1.8,14.3,7.2,133,99,0.1,0.1,0.2,0.169,2022
54,Arella Guirantes,SEA,G,9,47,4.8,0.33,0.281,0.375,0.313,2.4,7.2,10.5,1.1,7.2,14.2,20,69,105,-0.2,0.1,-0.1,-0.11,2023
55,Ariel Atkins,WAS,G,36,1081,16.4,0.543,0.5,0.436,0.234,3.7,6.4,13.9,2.4,0.8,9.5,22.9,107,99,2,2,4.1,0.151,2022
56,Ariel Atkins,WAS,G,27,679,16,0.554,0.498,0.494,0.271,3,7.2,15.8,2.4,1.2,11.1,21.3,106,103,1.1,1,2.1,0.125,2023
57,Ariel Atkins,WAS,G,40,1196,15.9,0.552,0.516,0.445,0.199,3.5,6.8,19.2,2.5,1.3,14.5,24,102,104,1.4,1.4,2.8,0.093,2024
58,Ariel Atkins,CHI,G,21,624,16.4,0.539,0.483,0.329,0.292,2.6,6,21.6,3.2,2.8,16.1,22.7,103,108,0.8,0.4,1.2,0.077,2025
59,Arike Ogunbowale,DAL,G,30,941,19.9,0.523,0.481,0.463,0.243,2.2,6.3,22,2.5,0.3,8.7,29.3,108,107,2.4,0.7,3.1,0.13,2022
60,Arike Ogunbowale,DAL,G,40,1489,16.7,0.518,0.475,0.453,0.203,1.4,5.1,20.1,2.3,0.2,11.4,26.2,107,108,3.2,1,4.2,0.113,2023
61,Arike Ogunbowale,DAL,G,38,1465,18.6,0.52,0.46,0.444,0.261,2.3,7,22.4,2.8,0.6,11.2,26.8,108,114,3.7,-0.4,3.3,0.089,2024
62,Arike Ogunbowale,DAL,G,20,676,12.5,0.475,0.407,0.4,0.264,1,4.3,20.2,2.2,0.8,12.3,23.8,99,113,0.4,0,0.4,0.024,2025
63,Ashley Joens,PHO,G,19,127,5.9,0.505,0.5,0.639,0.167,0,5.3,1.3,1.2,0,11.5,15.8,87,113,-0.1,0,-0.1,-0.037,2023
64,Astou Ndour-Fall,CON,C-F,22,92,6.8,0.436,0.385,0.385,0.231,2.6,12.1,1.7,0.6,4.1,9.5,15.9,87,97,-0.1,0.2,0.1,0.053,2024
65,Awak Kuier,DAL,F,33,416,12.1,0.457,0.419,0.244,0.36,6.4,11.9,10.6,1.6,6.2,16,12.7,97,103,0.1,0.5,0.6,0.059,2022
66,Awak Kuier,DAL,F,37,399,10.3,0.462,0.407,0.253,0.297,6.4,13.4,7,0.9,5.3,17.6,13.2,95,105,0,0.5,0.4,0.044,2023
67,Aziaha James,DAL,G,19,382,14,0.498,0.444,0.408,0.268,4.3,8.1,17.5,1.9,1.2,12.7,20.4,104,112,0.4,0,0.5,0.051,2025
68,Azura Stevens,CHI,F-C,35,768,16.6,0.553,0.538,0.365,0.123,3.5,10.6,5.9,1.1,3.9,7.2,21.4,105,101,1,1.3,2.3,0.12,2022
69,Azura Stevens,LAS,F-C,35,910,13.8,0.479,0.451,0.295,0.165,6.9,13.7,8.1,2.3,3.3,11.6,22.5,92,100,-0.6,1.7,1.2,0.052,2023
70,Azura Stevens,LAS,F-C,20,493,14.1,0.506,0.478,0.449,0.152,4.9,17.1,13.9,1.7,3.2,15.9,20.4,93,104,-0.1,0.6,0.5,0.037,2024
71,Azura Stevens,LAS,F-C,22,639,23.3,0.619,0.588,0.414,0.284,8.9,18.3,12.2,2.6,4.2,12.4,21,117,104,2.1,0.9,2.9,0.182,2025
72,Beatrice Mompremier,ATL,F,21,175,10,0.453,0.455,0,0.295,13.1,19.6,7.6,0.6,6.5,23.2,16.3,86,99,-0.2,0.3,0.1,0.028,2022
73,Bernadett Hatar,CON,C,6,47,5.4,0.375,0.375,0,0,7.6,11.5,3.4,4.4,3.9,20,19.3,69,94,-0.2,0.1,0,-0.04,2023
74,Betnijah Laney-Hamilton,NYL,G-F,9,255,8.5,0.52,0.483,0.322,0.178,0.5,6.8,17.4,0.8,0.3,19.8,21.8,90,108,-0.2,0.2,-0.1,-0.013,2022
75,Betnijah Laney-Hamilton,NYL,G-F,40,1201,13.8,0.596,0.574,0.382,0.167,3,6.2,12.8,1.4,0.3,14.8,18.7,109,105,2,1.4,3.4,0.114,2023
76,Betnijah Laney-Hamilton,NYL,G-F,28,848,13.8,0.575,0.534,0.388,0.202,4.2,8,17.5,1.9,0.1,18.7,18.7,105,101,1.2,1.4,2.6,0.121,2024
77,Breanna Stewart,SEA,F,34,1052,28.5,0.592,0.534,0.328,0.363,4.9,14,17.9,2.6,2.5,6.4,28.9,119,96,4.9,2.5,7.4,0.283,2022
78,Breanna Stewart,NYL,F,40,1365,28.6,0.585,0.525,0.34,0.354,5.6,15.5,19.5,2.2,3.8,6.9,27.5,122,96,7,3.3,10.3,0.302,2023
79,Breanna Stewart,NYL,F,38,1243,26.4,0.569,0.498,0.27,0.412,5.8,15,19.4,2.6,3.3,8.7,27.1,117,94,5.4,3.4,8.7,0.281,2024
80,Breanna Stewart,NYL,F,21,685,24.1,0.571,0.497,0.209,0.465,3.5,11.9,22,2.1,4,11,27,113,98,2.3,1.5,3.9,0.226,2025
81,Bree Hall,GSV,G,2,8,-6.2,0.452,0.5,0.5,1.5,0,14.2,0,0,0,37.6,29.9,52,102,-0.1,0,-0.1,-0.33,2025
82,Bria Hartley,CON,G,13,123,8.5,0.492,0.473,0.459,0.162,0.9,5.7,18.5,1.6,0,20.1,17.5,91,110,-0.1,0,0,-0.009,2022
83,Bria Hartley,CON,G,22,503,10.5,0.489,0.429,0.517,0.29,1.3,5.3,25,2,0,16.4,21.7,94,117,-0.1,-0.3,-0.5,-0.036,2025
84,Briann January,SEA,G,36,608,6.9,0.507,0.471,0.607,0.189,1.3,3.4,20.5,1.9,1.1,28.6,13.9,89,104,-0.4,0.8,0.4,0.023,2022
85,Brianna Turner,PHO,F-C,35,1168,11.3,0.603,0.607,0,0.268,7,12,10.6,1.9,4.2,28.5,6.9,111,105,1.1,1.3,2.4,0.082,2022
86,Brianna Turner,PHO,F-C,40,1052,9.9,0.646,0.65,0,0.117,6,14.9,7.4,1.9,3.5,35.7,7.5,97,106,0.1,1.1,1.1,0.043,2023
87,Brianna Turner,CHI,F-C,27,253,9,0.614,0.615,0,0.077,4.7,11.9,5.8,1.8,4.5,30.9,6.7,96,103,0,0.3,0.4,0.058,2024
88,Brianna Turner,IND,F-C,14,57,-2,0.23,0.2,0,0.2,8.6,12.6,7.1,0,1.6,31.5,12.6,57,107,-0.2,0.1,-0.2,-0.123,2025
89,Bridget Carleton,MIN,F,36,606,8.8,0.533,0.507,0.615,0.193,2.4,7.4,10,1.3,0.7,13.7,12.4,105,108,0.5,0.3,0.8,0.056,2022
90,Bridget Carleton,MIN,F,38,573,7.7,0.49,0.471,0.748,0.126,3.9,9,9,1.2,0.5,11.3,11.2,102,110,0.3,0.2,0.5,0.036,2023
91,Bridget Carleton,MIN,F,39,1164,13.5,0.62,0.604,0.722,0.134,3.8,7.3,11.7,1.7,0.9,11.7,13.5,117,100,2.5,2.1,4.5,0.156,2024
92,Bridget Carleton,MIN,F,24,704,10.3,0.511,0.497,0.627,0.087,3.6,7.1,13.1,1.8,0.9,11.4,11.4,109,101,0.8,1.2,2,0.115,2025
93,Brionna Jones,CON,F,36,905,23.6,0.633,0.569,0.018,0.45,13.1,12.5,8.5,2.5,1.3,12.1,21.5,125,99,4.2,1.8,6,0.265,2022
94,Brionna Jones,CON,F,13,412,22.9,0.625,0.579,0.029,0.414,11.9,15.4,13.6,3,1.5,14.9,21.4,117,98,1.4,0.9,2.3,0.225,2023
95,Brionna Jones,CON,F,40,1087,21.2,0.581,0.54,0.034,0.355,9.6,12.6,10.5,2.2,2,9.7,22.3,115,96,3.5,2.5,6,0.222,2024
96,Brionna Jones,ATL,F,22,641,20.9,0.575,0.532,0.136,0.357,12.1,15.3,15.4,1.9,1.5,11.7,20.4,118,100,2.2,1.2,3.4,0.211,2025
97,Brittney Griner,PHO,C,31,856,25.1,0.603,0.561,0.023,0.348,5.7,14.1,17.6,1,4.9,12.8,28.2,110,107,2.4,0.7,3.1,0.146,2023
98,Brittney Griner,PHO,C,30,861,26,0.625,0.591,0.048,0.296,7.5,13.3,17.1,1,4.8,11,25.6,117,107,3.4,0.6,4,0.187,2024
99,Brittney Griner,ATL,C,20,467,14,0.551,0.512,0.067,0.319,4.7,14.2,6.2,0.2,4.7,16.6,21.5,97,100,0.1,0.9,1,0.085,2025
100,Brittney Sykes,LAS,G,32,921,15.7,0.505,0.453,0.148,0.322,3,7.8,22.2,3.6,2.2,17.3,23.8,95,106,-0.1,0.8,0.7,0.03,2022
101,Brittney Sykes,WAS,G,40,1252,18.6,0.54,0.492,0.307,0.293,3.5,9.3,22.7,3.4,1,14,25,102,100,1.5,2.4,3.9,0.125,2023
102,Brittney Sykes,WAS,G,18,419,15.1,0.49,0.445,0.295,0.28,3.1,10.4,24.9,1.9,1.6,15.1,28.6,93,103,-0.2,0.6,0.3,0.033,2024
103,Brittney Sykes,WAS,G,19,606,15.4,0.513,0.416,0.203,0.586,2,6.7,26.2,1.6,1,15.5,27.7,100,104,0.5,0.8,1.3,0.085,2025
104,Caitlin Bickle,CON,F,8,15,-10.1,0,0,1,0,0,0,0,0,0,0,9.2,0,107,-0.1,0,-0.1,-0.19,2024
105,Caitlin Clark,IND,G,40,1416,18.8,0.583,0.522,0.612,0.31,1.2,9.4,39.1,1.9,1.7,25.3,27.7,103,109,2.3,0.7,3,0.086,2024
106,Caitlin Clark,IND,G,13,404,17.2,0.491,0.441,0.531,0.255,0.3,9.6,47.9,2.7,1.6,23.2,31.7,94,100,-0.2,0.7,0.5,0.054,2025
107,Cameron Brink,LAS,F,15,329,12.9,0.496,0.447,0.301,0.243,6.6,14.6,13.2,2.5,9.2,23,20.1,87,99,-0.4,0.6,0.2,0.023,2024
108,Candace Parker,CHI,F-C,32,904,19.8,0.555,0.519,0.389,0.219,4.2,18.1,25.4,1.7,2.7,17,23,105,97,1.5,2.1,3.5,0.156,2022
109,Candace Parker,LVA,F-C,18,425,19.7,0.573,0.531,0.395,0.217,4.6,13.2,22.6,3.1,3.1,18,18.2,111,95,0.9,1.1,2.1,0.193,2023
110,Carla Leite,GSV,G,16,259,9.6,0.471,0.392,0.392,0.34,2.2,4.4,22.4,2,0.8,18.3,23.7,91,104,-0.2,0.3,0.1,0.016,2025
111,Cayla George,LVA,C-F,32,273,1.8,0.356,0.361,0.615,0.029,6.8,12.3,6.5,1.8,1.5,20.4,21.8,68,100,-1.2,0.5,-0.7,-0.106,2023
112,Cecilia Zandalasini,MIN,F,40,487,11.2,0.569,0.557,0.473,0.196,1.2,5.5,14.5,1.6,1.6,16.2,18.2,100,100,0.3,0.9,1.2,0.096,2024
113,Cecilia Zandalasini,GSV,F,8,164,13.9,0.581,0.534,0.621,0.224,1.4,5.5,11.6,1.9,1.3,12.4,19.9,108,103,0.3,0.2,0.5,0.125,2025
114,Celeste Taylor,PHO,G,22,328,6,0.415,0.387,0.484,0.29,2.2,5,12.9,2.3,2.8,23.9,12.9,78,109,-0.6,0.2,-0.4,-0.049,2024
115,Charisma Osborne,PHO,G,2,10,-3.5,0.5,0.5,0,0,0,5.8,16,0,0,50,18.4,56,115,-0.1,0,-0.1,-0.248,2024
116,Charli Collier,DAL,C,17,78,3.9,0.513,0.444,0.074,0.519,6,7.7,4.4,0.7,0,23.2,24.7,86,111,-0.1,0,-0.1,-0.068,2022
117,Chelsea Gray,LVA,G,35,1039,20.6,0.584,0.536,0.268,0.239,1.1,6,32.5,2.7,0.9,16.3,21.1,113,105,3.1,1.2,4.3,0.164,2022
118,Chelsea Gray,LVA,G,40,1288,21.8,0.603,0.56,0.331,0.233,1.1,7.1,34,2.2,1.6,16.6,21.2,117,100,4.6,2.3,7,0.216,2023
119,Chelsea Gray,LVA,G,27,702,14,0.513,0.471,0.374,0.233,0.8,6.5,28.9,2.4,2.3,22,19.1,97,101,0.2,1.2,1.3,0.074,2024
120,Chelsea Gray,LVA,G,22,668,15,0.576,0.52,0.459,0.288,2.6,8,26.4,2.2,1.8,24.3,20.6,100,106,0.4,0.7,1.1,0.067,2025
121,Chennedy Carter,LAS,G,24,393,13.7,0.5,0.455,0.053,0.291,2.7,7,22.2,1.9,2.1,16.8,29.5,91,110,-0.4,0.1,-0.3,-0.028,2022
122,Chennedy Carter,CHI,G,33,858,21.2,0.53,0.496,0.063,0.258,2.8,7.8,25.6,2.1,0.6,9.2,30.6,107,106,2.1,0.7,2.8,0.133,2024
123,Cheyenne Parker-Tyus,ATL,F,36,942,17.5,0.551,0.517,0.156,0.222,7.2,13.7,14.3,2,3.2,15.9,21.5,103,100,1.1,1.8,2.9,0.122,2022
124,Cheyenne Parker-Tyus,ATL,F,40,1066,21,0.55,0.498,0.112,0.304,9.2,14.1,13.2,2,4.7,14.3,26.1,104,99,1.6,2.1,3.7,0.139,2023
125,Cheyenne Parker-Tyus,ATL,F,25,492,15.3,0.53,0.452,0.075,0.374,7,14,14.5,2.2,1.7,19.3,24.8,96,100,0,0.8,0.9,0.072,2024
126,Chiney Ogwumike,LAS,F-C,26,478,15,0.534,0.493,0.122,0.345,13,18.2,9.8,2.1,1.7,17.8,19.6,101,107,0.4,0.4,0.8,0.068,2022
127,Chiney Ogwumike,LAS,F-C,10,212,12.7,0.476,0.437,0.165,0.266,7.7,12.2,11.2,3.1,1.3,12,21.6,94,100,-0.1,0.4,0.3,0.065,2023
128,Chloe Bibby,GSV,F,5,66,19.7,0.574,0.556,0.704,0.074,5.1,12,9,2.4,0,0,19,124,100,0.2,0.1,0.4,0.219,2025
129,Courtney Vandersloot,CHI,G,32,849,20.1,0.576,0.532,0.279,0.346,3.4,8.7,37.6,2.3,1.5,21.1,22.1,109,101,2.1,1.4,3.5,0.164,2022
130,Courtney Vandersloot,NYL,G,39,1187,16.7,0.521,0.493,0.346,0.184,1.9,6.5,40,2.2,1.6,20.9,18.6,110,102,2.6,1.9,4.5,0.151,2023
131,Courtney Vandersloot,NYL,G,31,691,13.2,0.503,0.495,0.368,0.17,2.2,6.8,33.1,1.9,1.9,22.3,16.4,103,100,0.7,1.2,1.9,0.111,2024
132,Courtney Vandersloot,CHI,G,7,191,15.7,0.516,0.477,0.348,0.197,1.2,6.5,34.6,2.9,1,19.2,20.4,102,109,0.2,0.1,0.3,0.056,2025
133,Courtney Williams,CON,G,34,950,13.6,0.47,0.455,0.168,0.093,3.9,10,18.9,1.8,1.4,12.4,21.2,99,100,0.6,1.8,2.4,0.1,2022
134,Courtney Williams,CHI,G,40,1204,15.4,0.5,0.495,0.263,0.062,3.6,11.8,33.8,1.6,0.8,19.1,19,102,105,1.1,1.3,2.4,0.079,2023
135,Courtney Williams,MIN,G,40,1061,15.1,0.487,0.469,0.158,0.096,1.6,10.2,37,1.7,1.3,17.7,24.1,97,97,0.3,2.4,2.7,0.101,2024
136,Courtney Williams,MIN,G,24,684,19.3,0.501,0.481,0.295,0.099,2.4,10.7,36.5,2.9,0.9,14.7,26.4,102,96,0.9,1.7,2.6,0.152,2025
137,Crystal Bradford,LVA,F,4,24,7.2,0.333,0.333,0.333,0,9.7,12.2,6.9,4.3,0,14.3,13.2,79,102,0,0,0,-0.003,2025
138,Crystal Dangerfield,NYL,G,33,711,9.7,0.497,0.467,0.428,0.205,2.3,5.4,19.4,1.3,0.5,14.6,13.6,102,109,0.5,0.4,0.9,0.05,2022
139,Crystal Dangerfield,DAL,G,35,973,11.5,0.492,0.473,0.332,0.096,3.1,5.9,16.2,1.7,0.6,12.3,14.4,107,109,1.1,0.5,1.6,0.066,2023
140,Crystal Dangerfield,LAS,G,33,441,6,0.383,0.347,0.473,0.13,0.5,4.5,23,1.3,1.2,15.8,16.7,83,109,-0.7,0.2,-0.5,-0.048,2024
141,Cyesha Goree,WAS,F,10,116,10.3,0.556,0.516,0.438,0.219,6.9,6.1,1.5,1.3,0.8,10.2,15.4,106,107,0.1,0.1,0.2,0.077,2023
142,Damiris Dantas,MIN,C-F,15,262,7.3,0.407,0.391,0.663,0.065,4.6,12.6,16.6,0.6,0.3,14.5,18.9,87,108,-0.3,0.2,-0.1,-0.022,2022
143,Damiris Dantas,IND,C-F,20,210,13.7,0.561,0.547,0.446,0.162,2.3,12,9.3,1.2,2.1,13.1,19.3,103,109,0.2,0.1,0.3,0.059,2024
144,Damiris Dantas,IND,C-F,18,235,9.7,0.486,0.429,0.541,0.259,7.3,11.9,6.6,1.1,1.2,12.9,20.8,97,104,0.1,0.3,0.3,0.059,2025
145,Dana Evans,CHI,G,33,378,9.6,0.504,0.462,0.515,0.192,1.7,4.2,16,1.3,0.6,16.1,20.2,95,106,0,0.3,0.3,0.034,2022
146,Dana Evans,CHI,G,39,837,11.8,0.485,0.425,0.444,0.276,1,3.3,22.6,1.6,0.4,14.4,22.5,97,109,0.2,0.4,0.6,0.029,2023
147,Dana Evans,CHI,G,39,743,11.4,0.509,0.458,0.433,0.198,0.7,3.3,20.6,1.8,0.6,16.2,19.3,99,109,0.4,0.3,0.7,0.04,2024
148,Dana Evans,LVA,G,22,379,10.6,0.473,0.434,0.365,0.219,1.2,2.9,19,1.5,0.7,10.7,20.1,97,110,0.1,0.1,0.2,0.021,2025
149,Danielle Robinson,IND,G,31,732,12.2,0.501,0.441,0.197,0.296,1.8,7.1,27.6,1.5,0.6,18.2,16.6,101,112,0.5,0,0.5,0.027,2022
150,Danielle Robinson,ATL,G,32,690,10.7,0.534,0.49,0.201,0.312,1.3,5.6,24,1.6,0.4,19.7,13.8,103,106,0.5,0.7,1.2,0.071,2023
151,DeWanna Bonner,CON,G-F,33,991,16.9,0.554,0.504,0.394,0.293,3.2,9.6,14.5,2.1,1,11.5,20,113,99,2.4,1.9,4.4,0.177,2022
152,DeWanna Bonner,CON,G-F,40,1203,20.7,0.555,0.494,0.416,0.33,3.5,11.1,13.1,1.8,1.9,8.5,25.9,110,100,3.2,2.2,5.4,0.178,2023
153,DeWanna Bonner,CON,G-F,40,1271,16.8,0.524,0.472,0.386,0.28,2.1,11.6,11.2,2,2,8.9,22.9,104,96,1.9,3.1,4.9,0.155,2024
154,DeWanna Bonner,PHO,G-F,12,272,15.8,0.552,0.488,0.42,0.37,2.6,11.3,11.5,2.4,0.3,9.6,17.2,112,101,0.5,0.5,1,0.15,2025
